_id,INDEX_,ARREST_YEAR,DIVISION,HOOD_158,NEIGHBOURHOOD_158,SEX,AGE_COHORT,AGE_GROUP,CATEGORY,SUBTYPE,ARREST_COUNT
19908,19789,2015,D22,020,Alderwood (20),Female,25 to 34,Adult,Crimes Against the Person,Assaults,2
19909,19678,2015,D22,018,New Toronto (18),Male,35 to 44,Adult,Crimes Against the Person,Other,3
19910,19790,2015,D22,020,Alderwood (20),Female,25 to 34,Adult,Crimes Against Property,Break and Enter,1
19911,19679,2015,D22,018,New Toronto (18),Male,35 to 44,Adult,Crimes Against Property,Other,2
19912,19791,2015,D22,020,Alderwood (20),Female,25 to 34,Adult,Total Arrests,Total Arrests,5
19913,19680,2015,D22,018,New Toronto (18),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,1
19914,19792,2015,D22,020,Alderwood (20),Female,25 to 34,Adult,Crimes Against Property,Fraud,1
19915,19681,2015,D22,018,New Toronto (18),Male,35 to 44,Adult,Crimes Against the Person,Sexual Violations,1
19916,19793,2015,D22,020,Alderwood (20),Female,25 to 34,Adult,Other Criminal Code Violations,Other,2
19917,19682,2015,D22,018,New Toronto (18),Male,35 to 44,Adult,Crimes Against the Person,Assaults,8
19918,19794,2015,D22,020,Alderwood (20),Female,35 to 44,Adult,Crimes Against Property,Other,1
19919,19683,2015,D22,018,New Toronto (18),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
19920,19795,2015,D22,020,Alderwood (20),Female,35 to 44,Adult,Crimes Against the Person,Assaults,1
19921,19684,2015,D22,018,New Toronto (18),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Disqualified,1
19922,19685,2015,D22,018,New Toronto (18),Male,45 to 54,Adult,Crimes Against Property,Other,1
19923,19796,2015,D22,020,Alderwood (20),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,1
19924,19686,2015,D22,018,New Toronto (18),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,1
19925,19797,2015,D22,020,Alderwood (20),Female,35 to 44,Adult,Total Arrests,Total Arrests,3
19926,19687,2015,D22,018,New Toronto (18),Male,45 to 54,Adult,Total Arrests,Total Arrests,11
19927,19798,2015,D22,020,Alderwood (20),Female,35 to 44,Adult,Crimes Against Property,Theft Over $5000,1
19928,19688,2015,D22,018,New Toronto (18),Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,1
19929,19799,2015,D22,020,Alderwood (20),Female,35 to 44,Adult,Crimes Against Property,Fraud,1
19930,19689,2015,D22,018,New Toronto (18),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,1
19931,19800,2015,D22,020,Alderwood (20),Female,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19932,19690,2015,D22,018,New Toronto (18),Male,45 to 54,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
19933,19691,2015,D22,018,New Toronto (18),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
19934,19692,2015,D22,018,New Toronto (18),Male,45 to 54,Adult,Crimes Against the Person,Assaults,4
19935,19693,2015,D22,018,New Toronto (18),Male,45 to 54,Adult,Other Criminal Code Violations,Other,4
19936,19694,2015,D22,018,New Toronto (18),Male,45 to 54,Adult,Crimes Against the Person,Other,2
19937,19695,2015,D22,018,New Toronto (18),Male,55 to 64,Adult,Other Criminal Code Violations,Other,3
19938,19696,2015,D22,018,New Toronto (18),Male,55 to 64,Adult,Crimes Against the Person,Other,2
19939,19697,2015,D22,018,New Toronto (18),Male,55 to 64,Adult,Crimes Against the Person,Attempted Murder,1
19940,19698,2015,D22,018,New Toronto (18),Male,55 to 64,Adult,Crimes Against the Person,Assaults,4
19941,19699,2015,D22,018,New Toronto (18),Male,55 to 64,Adult,Total Arrests,Total Arrests,6
19942,19700,2015,D22,018,New Toronto (18),Male,65+,Adult,Total Arrests,Total Arrests,2
19943,19824,2015,D22,020,Alderwood (20),Male,25 to 34,Adult,Total Arrests,Total Arrests,18
19944,19825,2015,D22,020,Alderwood (20),Male,25 to 34,Adult,Other Criminal Code Violations,Firearm-Related,2
19945,19826,2015,D22,020,Alderwood (20),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,1
19946,19827,2015,D22,020,Alderwood (20),Male,35 to 44,Adult,Crimes Against the Person,Other,2
19947,19828,2015,D22,020,Alderwood (20),Male,35 to 44,Adult,Crimes Against the Person,Assaults,3
19948,19829,2015,D22,020,Alderwood (20),Male,35 to 44,Adult,Crimes Against Property,Other,3
19949,19830,2015,D22,020,Alderwood (20),Male,35 to 44,Adult,Other Criminal Code Violations,Other,1
19950,19831,2015,D22,020,Alderwood (20),Male,35 to 44,Adult,Total Arrests,Total Arrests,8
19951,19832,2015,D22,020,Alderwood (20),Male,35 to 44,Adult,Crimes Against Property,Theft Over $5000,1
19952,19833,2015,D22,020,Alderwood (20),Male,45 to 54,Adult,Crimes Against Property,Fraud,1
19953,19834,2015,D22,020,Alderwood (20),Male,45 to 54,Adult,Total Arrests,Total Arrests,11
19954,19835,2015,D22,020,Alderwood (20),Male,45 to 54,Adult,Crimes Against Property,Other,3
19955,19836,2015,D22,020,Alderwood (20),Male,45 to 54,Adult,Crimes Against the Person,Other,2
19956,19837,2015,D22,020,Alderwood (20),Male,45 to 54,Adult,Other Criminal Code Violations,Other,5
19957,19838,2015,D22,020,Alderwood (20),Male,45 to 54,Adult,Crimes Against the Person,Assaults,2
19958,19839,2015,D22,020,Alderwood (20),Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,3
19959,19840,2015,D22,020,Alderwood (20),Male,55 to 64,Adult,Crimes Against the Person,Assaults,3
19960,19841,2015,D22,020,Alderwood (20),Male,55 to 64,Adult,Total Arrests,Total Arrests,6
19961,19842,2015,D22,020,Alderwood (20),Male,55 to 64,Adult,Other Criminal Code Violations,Other,1
19962,19843,2015,D22,020,Alderwood (20),Male,55 to 64,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
19963,19844,2015,D22,020,Alderwood (20),Male,55 to 64,Adult,Controlled Drugs and Substances Act,Other,1
19964,19845,2015,D22,020,Alderwood (20),Male,55 to 64,Adult,Crimes Against Property,Other,1
19965,19846,2015,D22,022,Humbermede (22),Male,25 to 34,Adult,Total Arrests,Total Arrests,1
19966,19847,2015,D22,022,Humbermede (22),Male,25 to 34,Adult,Other Criminal Code Violations,Other,1
19967,19848,2015,D22,022,Humbermede (22),Male,45 to 54,Adult,Total Arrests,Total Arrests,1
19968,19849,2015,D22,022,Humbermede (22),Male,45 to 54,Adult,Other Criminal Code Violations,Other,1
19969,19850,2015,D22,158,Islington (158),Female,<18,Youth,Crimes Against the Person,Other,2
19970,19720,2015,D22,019,Long Branch (19),Female,45 to 54,Adult,Crimes Against Property,Fraud,1
19971,19721,2015,D22,019,Long Branch (19),Female,45 to 54,Adult,Crimes Against Property,Theft Under $5000,1
19972,19722,2015,D22,019,Long Branch (19),Female,55 to 64,Adult,Total Arrests,Total Arrests,2
19973,19723,2015,D22,019,Long Branch (19),Female,55 to 64,Adult,Crimes Against the Person,Other,1
19974,19724,2015,D22,019,Long Branch (19),Female,55 to 64,Adult,Crimes Against the Person,Assaults,2
19975,19725,2015,D22,019,Long Branch (19),Male,<18,Youth,Crimes Against the Person,Other,1
19976,19726,2015,D22,019,Long Branch (19),Male,<18,Youth,Crimes Against the Person,Sexual Violations,1
19977,19727,2015,D22,019,Long Branch (19),Male,<18,Youth,Total Arrests,Total Arrests,4
19978,19728,2015,D22,019,Long Branch (19),Male,<18,Youth,Other Criminal Code Violations,Other,1
19979,19729,2015,D22,019,Long Branch (19),Male,<18,Youth,Crimes Against the Person,Robbery,1
19980,19730,2015,D22,019,Long Branch (19),Male,<18,Youth,Crimes Against Property,Other,1
19981,19731,2015,D22,019,Long Branch (19),Male,<18,Youth,Crimes Against Property,Break and Enter,1
19982,19732,2015,D22,019,Long Branch (19),Male,<18,Youth,Crimes Against the Person,Assaults,1
19983,19733,2015,D22,019,Long Branch (19),Male,18 to 24,Adult,Other Criminal Code Violations,Other,8
19984,19734,2015,D22,019,Long Branch (19),Male,18 to 24,Adult,Crimes Against Property,Other,3
19985,19735,2015,D22,019,Long Branch (19),Male,18 to 24,Adult,Crimes Against the Person,Firearm-Related,1
19986,19736,2015,D22,019,Long Branch (19),Male,18 to 24,Adult,Crimes Against the Person,Other,1
19987,19737,2015,D22,019,Long Branch (19),Male,18 to 24,Adult,Total Arrests,Total Arrests,13
19988,19738,2015,D22,019,Long Branch (19),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4
19989,19739,2015,D22,019,Long Branch (19),Male,18 to 24,Adult,Crimes Against the Person,Robbery,3
19990,19740,2015,D22,019,Long Branch (19),Male,18 to 24,Adult,Crimes Against the Person,Assaults,2
19991,19741,2015,D22,019,Long Branch (19),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,5
19992,19742,2015,D22,019,Long Branch (19),Male,25 to 34,Adult,Crimes Against the Person,Other,7
19993,19743,2015,D22,019,Long Branch (19),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,1
19994,19744,2015,D22,019,Long Branch (19),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,1
19995,19745,2015,D22,019,Long Branch (19),Male,25 to 34,Adult,Crimes Against the Person,Robbery,1
19996,19746,2015,D22,019,Long Branch (19),Male,25 to 34,Adult,Total Arrests,Total Arrests,22
19997,19747,2015,D22,019,Long Branch (19),Male,25 to 34,Adult,Crimes Against Property,Other,4
19998,19748,2015,D22,019,Long Branch (19),Male,25 to 34,Adult,Crimes Against the Person,Assaults,14
19999,19749,2015,D22,019,Long Branch (19),Male,25 to 34,Adult,Other Criminal Code Violations,Other,6
20000,19750,2015,D22,019,Long Branch (19),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,1
20001,20251,2015,D23,001,West Humber-Clairville (1),Female,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
20002,20252,2015,D23,001,West Humber-Clairville (1),Female,18 to 24,Adult,Crimes Against the Person,Assaults,6
20003,20253,2015,D23,001,West Humber-Clairville (1),Female,18 to 24,Adult,Total Arrests,Total Arrests,11
20004,20254,2015,D23,001,West Humber-Clairville (1),Female,25 to 34,Adult,Crimes Against Property,Fraud,2
20005,20255,2015,D23,001,West Humber-Clairville (1),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,5
20006,20256,2015,D23,001,West Humber-Clairville (1),Female,25 to 34,Adult,Controlled Drugs and Substances Act,Other,2
20007,20257,2015,D23,001,West Humber-Clairville (1),Female,25 to 34,Adult,Crimes Against Property,Other,6
20008,20258,2015,D23,001,West Humber-Clairville (1),Female,25 to 34,Adult,Total Arrests,Total Arrests,20
20009,20259,2015,D23,001,West Humber-Clairville (1),Female,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
20010,20260,2015,D23,001,West Humber-Clairville (1),Female,25 to 34,Adult,Other Criminal Code Violations,Other,5
20011,20261,2015,D23,001,West Humber-Clairville (1),Female,25 to 34,Adult,Crimes Against the Person,Assaults,6
20012,20262,2015,D23,001,West Humber-Clairville (1),Female,35 to 44,Adult,Criminal Code Traffic,Drive While Disqualified,1
20013,20263,2015,D23,001,West Humber-Clairville (1),Female,35 to 44,Adult,Crimes Against the Person,Other,1
20014,20264,2015,D23,001,West Humber-Clairville (1),Female,35 to 44,Adult,Crimes Against Property,Fraud,2
20015,20265,2015,D23,001,West Humber-Clairville (1),Female,35 to 44,Adult,Total Arrests,Total Arrests,12
20016,20266,2015,D23,001,West Humber-Clairville (1),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,5
20017,20267,2015,D23,001,West Humber-Clairville (1),Female,35 to 44,Adult,Controlled Drugs and Substances Act,Other,2
20018,20268,2015,D23,001,West Humber-Clairville (1),Female,35 to 44,Adult,Crimes Against the Person,Assaults,3
20019,20269,2015,D23,001,West Humber-Clairville (1),Female,35 to 44,Adult,Crimes Against Property,Other,2
20020,20270,2015,D23,001,West Humber-Clairville (1),Female,35 to 44,Adult,Other Criminal Code Violations,Firearm-Related,1
20021,20271,2015,D23,001,West Humber-Clairville (1),Female,35 to 44,Adult,Crimes Against Property,Theft Over $5000,1
20022,20272,2015,D23,001,West Humber-Clairville (1),Female,45 to 54,Adult,Other Criminal Code Violations,Other,3
20023,20273,2015,D23,001,West Humber-Clairville (1),Female,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
20024,20274,2015,D23,001,West Humber-Clairville (1),Female,45 to 54,Adult,Crimes Against Property,Theft Under $5000,3
20025,20275,2015,D23,001,West Humber-Clairville (1),Female,45 to 54,Adult,Total Arrests,Total Arrests,8
20026,20276,2015,D23,001,West Humber-Clairville (1),Female,45 to 54,Adult,Crimes Against the Person,Assaults,5
20027,20277,2015,D23,001,West Humber-Clairville (1),Female,55 to 64,Adult,Crimes Against Property,Theft Under $5000,1
20028,20278,2015,D23,001,West Humber-Clairville (1),Female,55 to 64,Adult,Total Arrests,Total Arrests,1
20029,20279,2015,D23,001,West Humber-Clairville (1),Female,55 to 64,Adult,Crimes Against the Person,Assaults,1
20030,20280,2015,D23,001,West Humber-Clairville (1),Female,55 to 64,Adult,Other Criminal Code Violations,Other,1
20031,20281,2015,D23,001,West Humber-Clairville (1),Female,65+,Adult,Crimes Against the Person,Assaults,1
20032,20282,2015,D23,001,West Humber-Clairville (1),Female,65+,Adult,Total Arrests,Total Arrests,1
20033,20283,2015,D23,001,West Humber-Clairville (1),Male,<18,Youth,Other Criminal Code Violations,Other,3
20034,20284,2015,D23,001,West Humber-Clairville (1),Male,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3
20035,20201,2015,D22,161,Humber Bay Shores (161),Male,45 to 54,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
20036,20001,2015,D22,159,Etobicoke City Centre (159),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4
20037,20151,2015,D22,161,Humber Bay Shores (161),Female,35 to 44,Adult,Total Arrests,Total Arrests,3
20038,20051,2015,D22,160,Mimico-Queensway (160),Female,25 to 34,Adult,Crimes Against Property,Fraud,1
20039,20101,2015,D22,160,Mimico-Queensway (160),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,1
20040,20301,2015,D23,001,West Humber-Clairville (1),Male,18 to 24,Adult,Crimes Against Property,Fraud,3
20041,20351,2015,D23,001,West Humber-Clairville (1),Male,45 to 54,Adult,Other Criminal Code Violations,Other,11
20042,20285,2015,D23,001,West Humber-Clairville (1),Male,<18,Youth,Crimes Against Property,Theft Over $5000,1
20043,20286,2015,D23,001,West Humber-Clairville (1),Male,<18,Youth,Crimes Against the Person,Sexual Violations,3
20044,20287,2015,D23,001,West Humber-Clairville (1),Male,<18,Youth,Total Arrests,Total Arrests,13
20045,20288,2015,D23,001,West Humber-Clairville (1),Male,<18,Youth,Controlled Drugs and Substances Act,Other,1
20046,20289,2015,D23,001,West Humber-Clairville (1),Male,<18,Youth,Crimes Against Property,Theft Under $5000,2
20047,20290,2015,D23,001,West Humber-Clairville (1),Male,<18,Youth,Crimes Against the Person,Assaults,4
20048,20291,2015,D23,001,West Humber-Clairville (1),Male,<18,Youth,Crimes Against the Person,Firearm-Related,1
20049,20292,2015,D23,001,West Humber-Clairville (1),Male,<18,Youth,Crimes Against the Person,Robbery,1
20050,20293,2015,D23,001,West Humber-Clairville (1),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,1
20051,20294,2015,D23,001,West Humber-Clairville (1),Male,18 to 24,Adult,Other Criminal Code Violations,Other,33
20052,20295,2015,D23,001,West Humber-Clairville (1),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,12
20053,20296,2015,D23,001,West Humber-Clairville (1),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6
20054,20297,2015,D23,001,West Humber-Clairville (1),Male,18 to 24,Adult,Criminal Code Traffic,Dangerous Driving,1
20055,20298,2015,D23,001,West Humber-Clairville (1),Male,18 to 24,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,4
20056,20299,2015,D23,001,West Humber-Clairville (1),Male,18 to 24,Adult,Crimes Against the Person,Robbery,10
20057,20300,2015,D23,001,West Humber-Clairville (1),Male,18 to 24,Adult,Criminal Code Traffic,Other,1
20058,20152,2015,D22,161,Humber Bay Shores (161),Female,35 to 44,Adult,Other Criminal Code Violations,Other,1
20059,20052,2015,D22,160,Mimico-Queensway (160),Female,25 to 34,Adult,Crimes Against Property,Other,5
20060,20302,2015,D23,001,West Humber-Clairville (1),Male,18 to 24,Adult,Crimes Against the Person,Assaults,32
20061,20153,2015,D22,161,Humber Bay Shores (161),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,1
20062,20352,2015,D23,001,West Humber-Clairville (1),Male,45 to 54,Adult,Crimes Against the Person,Assaults,21
20063,20002,2015,D22,159,Etobicoke City Centre (159),Male,25 to 34,Adult,Crimes Against the Person,Other,7
20064,20102,2015,D22,160,Mimico-Queensway (160),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,4
20065,20202,2015,D22,161,Humber Bay Shores (161),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,2
20066,20053,2015,D22,160,Mimico-Queensway (160),Female,25 to 34,Adult,Crimes Against the Person,Assaults,3
20067,20303,2015,D23,001,West Humber-Clairville (1),Male,18 to 24,Adult,Crimes Against the Person,Firearm-Related,2
20068,20154,2015,D22,161,Humber Bay Shores (161),Female,65+,Adult,Total Arrests,Total Arrests,1
20069,20353,2015,D23,001,West Humber-Clairville (1),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,6
20070,20003,2015,D22,159,Etobicoke City Centre (159),Male,25 to 34,Adult,Criminal Code Traffic,Other,1
20071,20103,2015,D22,160,Mimico-Queensway (160),Male,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
20072,20203,2015,D22,161,Humber Bay Shores (161),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Disqualified,1
20073,20054,2015,D22,160,Mimico-Queensway (160),Female,25 to 34,Adult,Other Criminal Code Violations,Other,3
20074,20304,2015,D23,001,West Humber-Clairville (1),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,11
20075,20155,2015,D22,161,Humber Bay Shores (161),Female,65+,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
20076,20354,2015,D23,001,West Humber-Clairville (1),Male,45 to 54,Adult,Crimes Against the Person,Sexual Violations,6
20077,20355,2015,D23,001,West Humber-Clairville (1),Male,45 to 54,Adult,Criminal Code Traffic,Refuse Sample,1
